Category,Subcategory,Product Name,Regular Price,Sale Price,Product URL
Spices,Whole,Laxmi Fennel Seeds 400 Gm,$5.99 ,$5.99 ,https://instamandi.com/products/laxmi-fennel-seeds-400-gm
Spices,Whole,Laxmi Mustard Seeds 400 Gm,$2.99 ,$2.99 ,https://instamandi.com/products/laxmi-mustard-seeds-400-gm
Spices,Whole,24M Organic Ajwain 7 Oz,$3.99 ,$3.99 ,https://instamandi.com/products/24m-organic-ajwain-8-oz
Spices,Whole,24M Organic Cumin Seed 7 Oz,$6.99 ,$6.99 ,https://instamandi.com/products/24m-organic-cumin-seed-7-oz
Spices,Whole,24M Organic Coriander Seed 7 Oz,$3.99 ,$3.99 ,https://instamandi.com/products/24m-organic-coriander-seed-7-oz
Spices,Whole,24M Organic Methi Seeds 7 Oz,$1.99 ,$1.99 ,https://instamandi.com/products/24m-organic-methi-seeds-7-oz
Spices,Whole,Swad Anardana Seeds 3.5 Oz,$3.49 ,$3.49 ,https://instamandi.com/products/swad-anardana-seeds-3-5-oz
Spices,Whole,Swad Anistar / Star Ani (Badiyan) 3.5 Oz,$2.99 ,$2.99 ,https://instamandi.com/products/swad-anistar-badiyan-3-5-oz
Spices,Whole,Laxmi Ajwain Seeds 7 Oz,$2.99 ,$2.99 ,https://instamandi.com/products/laxmi-ajwain-seeds-7-oz
Spices,Whole,Swad Ajwain Seeds 7 Oz,$3.49 ,$2.99 ,https://instamandi.com/products/swad-ajwain-seeds-7-oz
Spices,Whole,Swad Black Rock Salt 3.5 Oz,$0.99 ,$0.99 ,https://instamandi.com/products/black-rock-salt-3-5-oz
Spices,Whole,Swad Bay Leaves 1 Oz,$2.49 ,$1.99 ,https://instamandi.com/products/swad-bay-leaves-1-oz
Spices,Whole,Laxmi Green Cardamom 100 Gm,$10.49 ,$9.99 ,https://instamandi.com/products/green-cardamom-100-gm-laxmi-swad
Spices,Whole,Swad Green Cardamom (Elaichi) 3.5 Oz,$8.49 ,$7.99 ,https://instamandi.com/products/swad-green-cardamom-elaichi-3-5-oz
Spices,Whole,Swad Cardamom Seeds (Elaichi) 3.5 Oz,$6.99 ,$6.99 ,https://instamandi.com/products/swad-cardamom-elaichi-seeds-3-5-oz
Spices,Whole,Swad Black Cardamom 3.5 Oz,$6.99 ,$6.99 ,https://instamandi.com/products/black-cardamom-3-5-oz
Spices,Whole,Laxmi Black Cardamom 100 Gm,$5.99 ,$5.99 ,https://instamandi.com/products/laxmi-black-cardamom-100-gm
Spices,Whole,Laxmi Whole Cloves 100 gm,$3.99 ,$3.99 ,https://instamandi.com/products/laxmi-whole-cloves-100-gm
Spices,Whole,Swad Whole Cloves 3.5 Oz,$3.99 ,$3.99 ,https://instamandi.com/products/whole-cloves-3-5-oz
Spices,Whole,Laxmi Whole Black Pepper 100 Gm,$2.99 ,$2.99 ,https://instamandi.com/products/laxmi-black-pepper-whole-100-gm
Spices,Whole,Swad Whole Black Pepper 3.5 Oz,$2.99 ,$2.99 ,https://instamandi.com/products/swad-black-pepper-whole-3-5-oz
Spices,Whole,Laxmi Black Pepper Powder 7 Oz,$4.99 ,$4.49 ,https://instamandi.com/products/laxmi-black-pepper-powder-7-oz
Spices,Whole,Swad Edible Gum 3.5 Oz,$1.99 ,$1.99 ,https://instamandi.com/products/swad-edible-gum-3-5-oz
Spices,Whole,Swad Cinnamon Stick Flat 7 Oz,$4.99 ,$4.99 ,https://instamandi.com/products/swad-cinnamon-stick-flat-7-oz
Spices,Whole,Swad Cinnamon Stick Round 7 Oz,$3.99 ,$3.99 ,https://instamandi.com/products/swad-cinnamon-stick-round-7-oz
Spices,Whole,Swad Coriander Seeds 14 Oz,$4.49 ,$2.99 ,https://instamandi.com/products/swad-coriander-seeds-14-oz-1
Spices,Whole,Swad Cumin (Jeera) Seeds 7 Oz,$2.49 ,$2.49 ,https://instamandi.com/products/swad-cumin-jeera-seeds-7-oz
Spices,Whole,Swad Fennel Seeds 7 Oz,$3.49 ,$2.99 ,https://instamandi.com/products/swad-fennel-seeds-7-oz
Spices,Whole,Swad Fennel Seeds Lucknowi 7 Oz,$3.99 ,$3.49 ,https://instamandi.com/products/swad-fennel-seeds-lucknowi-7-oz
Spices,Whole,Swad Shah Jeera 100 Gm,$4.49 ,$4.49 ,https://instamandi.com/products/tathastu-shah-jeera-100-gm
Spices,Whole,Swad Kala Jeera 3.5 Oz,$3.49 ,$3.49 ,https://instamandi.com/products/swad-kala-jeera-3-5-oz
Spices,Whole,Patel's Kalijiri (Purple Fleabame) 100 Gm,$2.99 ,$2.99 ,https://instamandi.com/products/kalijiri-purple-fleabame-100-gm
Spices,Whole,Swad Kalonji 7 Oz,$2.99 ,$2.99 ,https://instamandi.com/products/swad-kalonji-7-oz
Spices,Whole,Swad Methi Seeds 7 Oz,$2.99 ,$1.99 ,https://instamandi.com/products/swad-methi-seeds-7-oz
Spices,Whole,Swad Mustard Seeds 7 Oz,$1.99 ,$1.99 ,https://instamandi.com/products/swad-mustard-seeds-7-oz
Spices,Whole,Swad Andhra Mustard Seeds 14 OZ,$2.49 ,$2.49 ,https://instamandi.com/products/swad-andhra-mustard-seeds-14-oz
Spices,Whole,Swad Andhra Mustard Seeds 7 Oz,$2.99 ,$2.99 ,https://instamandi.com/products/swad-mustard-seeds-andhra-7-oz
Spices,Whole,Swad Mustard Seeds Yellow 7 Oz,$1.99 ,$1.99 ,https://instamandi.com/products/swad-mustard-seeds-yellow-7-oz
Spices,Whole,Swad Javentri Whole 3.5 Oz,$9.99 ,$9.99 ,https://instamandi.com/products/swad-javentri-whole-3-5-oz-1
Spices,Whole,Swad Javentri Whole 3.5 Oz (2),$10.49 ,$10.49 ,https://instamandi.com/products/swad-javentri-whole-3-5-oz
Spices,Whole,Swad Kokum Black Dry 3.5 Oz,$2.49 ,$2.49 ,https://instamandi.com/products/swad-kokum-black-3-5-oz
Spices,Whole,Swad Ganthoda Whole 3.5 Oz,$2.99 ,$2.99 ,https://instamandi.com/products/swad-ganthoda-whole-3-5-oz
Spices,Whole,Swad Nutmeg Whole 3.5 Oz,$3.49 ,$3.49 ,https://instamandi.com/products/swad-nutmeg-whole-3-5-oz
Spices,Whole,Deep Harde Whole 3.5 Oz,$1.99 ,$1.99 ,https://instamandi.com/products/deep-harde-whole-3-5-oz
Spices,Whole,Deep Shah Jeera 7 Oz,$5.99 ,$5.99 ,https://instamandi.com/products/deep-shah-jeera-7-oz
Spices,Whole,Deep Himej 3.5 Oz,$1.99 ,$1.99 ,https://instamandi.com/products/deep-himej-3-5-oz
Spices,Whole,Deep Jaifal Powder (Nutmeg) 3.5 Oz,$4.99 ,$4.99 ,https://instamandi.com/products/deep-jaifal-powder-nutmeg-3-5-oz
Spices,Whole,Deep Kamar Kas 3.5 Oz,$2.49 ,$2.49 ,https://instamandi.com/products/deep-kamar-kas-3-5-oz
Spices,Whole,Swad Panch Puran (Mixed Spices) 7 Oz,$2.99 ,$2.99 ,https://instamandi.com/products/swad-panch-poram-mixed-spices-7-oz
Spices,Whole,Swad Tukmaria (Basil) 7 Oz,$2.99 ,$2.99 ,https://instamandi.com/products/swad-tukmaria-basil-7-oz
Spices,Whole,Swad Turmeric Whole 3.5 Oz,$2.99 ,$2.99 ,https://instamandi.com/products/swad-turmeric-whole-3-5-oz
Spices,Whole,Swad Whole Biryani Masala 3.5 Oz,$3.99 ,$3.99 ,https://instamandi.com/products/swad-whole-biryani-masala-3-5-oz
Spices,Whole,Swad Whole Garam Masala 7 Oz,$3.99 ,$3.99 ,https://instamandi.com/products/swad-whole-garam-masala-7-oz
Spices,Whole,Swad Garam Masala 7 Oz,$2.49 ,$2.49 ,https://instamandi.com/products/swad-garam-masala-7-oz
Spices,Whole,Organic Tattva Black Mustard 200 gm,$1.99 ,$1.99 ,https://instamandi.com/products/organic-tattva-black-mustard-200-gm
Spices,Whole,Organic Tattva Cloves 100 gm,$4.99 ,$4.99 ,https://instamandi.com/products/organic-tattva-cloves-100-gm
Spices,Whole,Organic Tattva Cinnamon 100 gm,$2.99 ,$2.99 ,https://instamandi.com/products/organic-tattva-cinnamon-100-gm
Spices,Whole,Organic Tattva Fenugreek Seeds 200 gm,$1.99 ,$1.99 ,https://instamandi.com/products/organic-tattva-fenugreek-seeds-200-gm
Spices,Whole,Swagat Coriander Seeds 3 LB,$13.99 ,$13.99 ,https://instamandi.com/products/swagat-coriander-seeds-3-lb
Spices,Whole,Swagat Cumin Seeds 3 LB,$11.99 ,$11.99 ,https://instamandi.com/products/gurudev-cumin-seeds-3-lb
Spices,Whole,Swagat Andhra Mustard Seeds (small) 3 LB,$14.99 ,$14.99 ,https://instamandi.com/products/swagat-andhra-mustard-seeds-small-3-lb
Spices,Whole,Swagat Bay Leaves 2 LB,$11.49 ,$11.49 ,https://instamandi.com/products/swagat-bay-leaves-2-lb
Spices,Whole,Laxmi Wet Tamarind Paste 400 GM,$4.99 ,$4.99 ,https://instamandi.com/products/laxmi-tamarind-paste-400-gm
Spices,Whole,Laxmi Bay Leaves 2 Oz,$1.49 ,$1.49 ,https://instamandi.com/products/laxmi-bay-leaves-2-oz
Spices,Whole,Swad Anise Seeds 100 Gm,$3.49 ,$3.49 ,https://instamandi.com/products/swad-anise-seeds-100-gm
Spices,Whole,Laxmi Fennel Seeds 200 Gm,$3.99 ,$3.99 ,https://instamandi.com/products/laxmi-fennel-seeds-200-gm
Spices,Whole,Laxmi Methi Seeds 200 GM,$1.99 ,$1.99 ,https://instamandi.com/products/laxmi-methi-seeds-200-gm
Instant Food,Noodles,Mtr Vermicelli Seviyan 440 GM,$2.49 ,$2.49 ,https://instamandi.com/products/mtr-vermicelli-seviyan-440-gm
Instant Food,Noodles,Mtr Roasted Vermicelli 440 GM,$2.99 ,$2.99 ,https://instamandi.com/products/mtr-roasted-vermicelli-440-gm
Instant Food,Noodles,Bambino Vermicelli 350 Gm (Export Pack),$2.49 ,$2.49 ,https://instamandi.com/products/bambino-vermicelli-350-gm-export-pack
Instant Food,Noodles,Bambino Roasted Vermicelli 350 GM (Export Quality),$2.49 ,$2.49 ,https://instamandi.com/products/bambino-vermicelli-roasted-350-gm-export-quality
Instant Food,Noodles,Shan Vermicelli 150gm,$0.99 ,$0.99 ,https://instamandi.com/products/shan-vermicelli-150gm
Instant Food,Noodles,777 Rice Vermicelli 200 gm,$1.49 ,$1.49 ,https://instamandi.com/products/777-rice-vermicelli-200gm
Instant Food,Noodles,777 Rice Sevai 500 gm,$3.99 ,$3.99 ,https://instamandi.com/products/777-rice-sevai-500-gm
Instant Food,Noodles,777 Ragi Vermicelli 450 GM,$3.99 ,$3.99 ,https://instamandi.com/products/777-ragi-vermicelli-450-gm
Instant Food,Noodles,Chings Veg Hakka Noodles 140 GM,$1.99 ,$1.99 ,https://instamandi.com/products/chings-veg-hakka-noodles-140-gm
Instant Food,Noodles,Chings Hakka Egg Noodles 150 GM,$1.99 ,$1.49 ,https://instamandi.com/products/chings-hakka-egg-noodles-150-gm
Instant Food,Noodles,Chings Chowmein Noodles 140 GM,$1.49 ,$1.49 ,https://instamandi.com/products/chings-chowmein-noodles-140-gm
Instant Food,Noodles,Chings Singapore Noodles 240 GM,$2.49 ,$2.49 ,https://instamandi.com/products/chings-singapore-noodles-240-gm
Instant Food,Noodles,Chings Manchurian Noodles 240 GM,$2.49 ,$2.49 ,https://instamandi.com/products/chings-manchurian-noodles-240-gm-1
Instant Food,Noodles,Chings Schezwan Noodles 240 GM,$1.99 ,$1.99 ,https://instamandi.com/products/chings-schezwan-noodles-240-gm
Instant Food,Noodles,Chings Veg Hakka Noodles 560 GM,$4.49 ,$4.49 ,https://instamandi.com/products/chings-veg-hakka-noodles-560-gm
Instant Food,Noodles,Chings Chowmein Noodles 560g,$4.49 ,$4.49 ,https://instamandi.com/products/chings-chowmein-noodles-560g
Instant Food,Noodles,Chings Veg Hakka Noodles 840 GM,$5.99 ,$5.99 ,https://instamandi.com/products/chings-veg-hakka-noodles-840-gm
Instant Food,Noodles,Maggi (2 minute noodles) 560 GM,$5.99 ,$4.99 ,https://instamandi.com/products/maggi-2-minute-noodles-export-pack-560-gm-1
Instant Food,Noodles,Maggi (No Onion & No Garlic) Noodles 75 Gm,$1.49 ,$1.49 ,https://instamandi.com/products/maggi-no-onion-no-garlic-sauce-485-gm
Drinks,Tea,Swad Tea Masala 100 Gm,$3.49 ,$3.49 ,https://instamandi.com/products/swad-tea-masala-100-gm
Drinks,Tea,Everest Tea Masala 50 Gm,$1.49 ,$1.49 ,https://instamandi.com/products/everest-tea-masala-50-gm
Drinks,Tea,Everest Tea Masala 100 Gm,$3.49 ,$3.49 ,https://instamandi.com/products/everest-tea-masala-100-gm
Drinks,Tea,24M Organic Assam Tea 3.5 Oz,$4.49 ,$4.49 ,https://instamandi.com/products/24m-organic-assam-tea-3-5-oz
Drinks,Tea,Lipton Yellow Label Green Tea 100 pcs,$7.99 ,$7.99 ,https://instamandi.com/products/lipton-yellow-label-green-tea-100-pcs
Drinks,Tea,Lipton Yellow Label Tea 100 pcs,$5.99 ,$5.99 ,https://instamandi.com/products/lipton-yellow-label-green-tea-100
Drinks,Tea,Lipton Yellow Label Loose Tea 450 Gm,$7.99 ,$7.99 ,https://instamandi.com/products/yellow-label-loose-tea-450-gm
Drinks,Tea,Brook Bond 3 Roses 500 GM,$10.49 ,$10.49 ,https://instamandi.com/products/brook-bond-3-roses-500-gm
Drinks,Tea,Red Label Tea Natural Care 500 GM,$6.99 ,$6.99 ,https://instamandi.com/products/red-label-tea-natural-care-500-gm
Drinks,Tea,Red Label Tea 450 GM,$6.49 ,$6.49 ,https://instamandi.com/products/red-label-tea-500-gm
Drinks,Tea,Red Label Tea Bags (Pack of 100),$5.99 ,$5.99 ,https://instamandi.com/products/red-label-tea-bags-100-in-box
Drinks,Tea,Society Premium Tea Black 900 Gm,$19.99 ,$19.99 ,https://instamandi.com/products/society-premium-tea-900-gm
Drinks,Tea,Society Premium Tea Blue 450 Gm,$8.99 ,$8.99 ,https://instamandi.com/products/society-premium-tea-blue-450gm
Drinks,Tea,Society Masala Tea 450 GM,$9.99 ,$9.99 ,https://instamandi.com/products/society-masala-tea-500-gm
Drinks,Tea,Wagh Bakri Instant Cardamom Tea 260 Gm (10 Pack),$5.99 ,$5.99 ,https://instamandi.com/products/wagh-bakri-instant-cardamom-tea-260-gm
Drinks,Tea,Wagh Bakri Instant Cardamom Tea (Unsweetened) 140 Gm,$3.99 ,$3.99 ,https://instamandi.com/products/wagh-bakri-instant-cardamom-tea-unsweetened-140-gm
Drinks,Tea,Wagh Bakri Instant Elaichi Tea 140 Gm (10 pack),$3.99 ,$3.99 ,https://instamandi.com/products/wagh-bakri
Drinks,Tea,Wagh Bakri Instant Elaichi Tea 80 Gm (10 pack),$2.99 ,$2.99 ,https://instamandi.com/products/wagh-bakri-elaichi-8-gm-10-pack
Drinks,Tea,Wagh Bakri Instant Ginger Tea 260 Gm (10 Pack),$5.99 ,$5.99 ,https://instamandi.com/products/wagh-bakri-instant-cardamom-tea-260-gm-10-pack
Drinks,Tea,Wagh Bakri Instant Masala Tea (10 Pack),$5.99 ,$5.99 ,https://instamandi.com/products/wagh-bakri-instant-masala-10-pack
Drinks,Tea,Wagh Bakri Masala Tea Bags (Pack of 100),$7.99 ,$7.99 ,https://instamandi.com/products/wagh-bakri-masala-tea-bags
Drinks,Tea,Wagh Bakri Tea Bags 200 gm,$4.99 ,$4.99 ,https://instamandi.com/products/wagh-bakri-tea-bags-200-gm
Drinks,Tea,Wagh Bakri Tea 2 Lb,$11.99 ,$11.99 ,https://instamandi.com/products/wagh-bakri-tea-2-lb
Drinks,Tea,Laxmi Premium Tea 2 LB,$8.99 ,$6.99 ,https://instamandi.com/products/laxmi-black-tea-loose-2-lb
Drinks,Tea,Tetley Elaichi Tea Bags (Pack of 72),$5.99 ,$5.99 ,https://instamandi.com/products/tetley-elaichi-tea-bags-72-pcs
Drinks,Tea,Tetley Ginger Tea Bags (Pack of 72),$5.99 ,$5.99 ,https://instamandi.com/products/tetley-ginger-tea-bags-75-pcs
Drinks,Tea,Tetley Masala Tea Bags (Pack of 72),$5.99 ,$5.99 ,https://instamandi.com/products/tetley-masala-tea-bags-75-pcs
Drinks,Tea,Taj Mahal Black Tea 450 Gm,$7.99 ,$7.99 ,https://instamandi.com/products/taj-mahal-tea-450-gm
Drinks,Tea,Tapal Danedar Black Tea Bags (Pack of 100),$10.00 ,$10.00 ,https://instamandi.com/products/tapal-danedar-black-tea-100-bags
Drinks,Tea,Tapal Danedar Black Tea 450 Gm,$5.99 ,$5.99 ,https://instamandi.com/products/tapal-danedar-jar-450-gm
Drinks,Tea,Tata Tea Premium 450 Gm,$6.49 ,$5.99 ,https://instamandi.com/products/tata-tea-premium-450-gm
Drinks,Tea,Tata Tea Premium 900 Gm,$10.99 ,$10.99 ,https://instamandi.com/products/tata-tea-premium-900-gm
Drinks,Tea,Tata Tea Gold 450 Gm,$6.99 ,$6.99 ,https://instamandi.com/products/tata-tea-gold-1-case-450-gm
